Geneid	dmso_infect_1	dmso_infect_2	dmso_infect_3	dmso_mock_1	dmso_mock_2	dmso_mock_3	jq1_infect_1	jq1_infect_2	jq1_infect_3	jq1_mock_1	jq1_mock_2	jq1_mock_3	naive_mock_1	naive_mock_2	naive_mock_3
ENSG00000223972	1	1	1	0	0	1	0	1	0	1	0	0	0	3	0
ENSG00000227232	38	46	30	43	74	80	18	43	27	30	21	24	38	33	22
ENSG00000278267	9	4	4	5	6	14	5	8	8	5	3	5	7	7	2
ENSG00000243485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238009	7	2	8	2	8	9	2	2	6	3	2	6	6	4	11
ENSG00000239945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268903	230	169	140	176	253	268	88	175	170	133	147	119	195	199	143
ENSG00000269981	170	137	118	169	182	203	84	152	131	112	103	93	154	144	109
ENSG00000239906	0	0	0	2	0	1	0	0	0	1	1	1	1	2	1
ENSG00000241860	11	12	7	5	9	27	2	7	12	5	4	15	6	8	8
ENSG00000222623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279928	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSG00000279457	87	115	78	92	139	142	39	90	71	76	64	49	110	92	89
ENSG00000273874	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000228463	13	6	7	6	12	20	6	10	13	11	6	8	8	11	9
ENSG00000286448	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000236679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237094	36	39	48	35	14	73	26	31	33	25	22	41	46	17	36
ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250575	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278757	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230021	2	4	5	3	1	4	0	3	2	6	0	1	2	1	1
ENSG00000235146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225972	34	33	27	24	25	6	5	27	11	11	17	9	25	33	3
ENSG00000225630	61	69	50	42	47	42	20	40	40	21	13	21	46	43	23
ENSG00000237973	1726	1859	1469	1600	1739	1594	1055	2048	1800	1419	1400	1341	1803	1163	764
ENSG00000278791	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229344	480	538	435	334	450	211	252	397	304	192	237	140	492	417	117
ENSG00000240409	7	7	5	12	6	5	5	9	2	3	3	3	7	2	3
ENSG00000248527	18383	21233	14629	21196	24091	32941	13139	23438	18932	16060	16777	14549	21461	18249	14553
ENSG00000198744	202	247	219	152	227	110	115	191	157	112	151	83	214	208	59
ENSG00000268663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228327	42	49	39	43	42	101	28	52	43	39	30	45	37	39	30
ENSG00000223181	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237491	3	7	6	10	9	20	6	11	10	13	9	17	18	6	11
ENSG00000285268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230092	1	2	2	4	7	11	1	6	3	8	5	4	5	2	3
ENSG00000177757	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000228794	136	159	134	191	234	379	128	274	259	221	198	238	182	166	143
ENSG00000225880	2	5	4	9	10	11	4	12	17	6	6	9	17	11	9
ENSG00000288531	0	0	0	2	2	1	0	1	0	0	0	1	0	0	0
ENSG00000230368	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234711	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0
ENSG00000230699	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0
ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223764	0	0	0	3	7	4	0	0	0	0	0	0	4	3	3
ENSG00000187634	7	5	3	13	13	11	1	2	2	5	0	1	7	3	10
ENSG00000188976	3123	2967	2268	4161	5336	6037	2582	5263	4564	4391	4502	4063	4405	3926	2939
ENSG00000187961	504	484	357	556	748	813	248	506	466	332	413	345	591	497	375
ENSG00000187583	483	491	367	424	512	523	205	381	359	316	297	309	444	404	286
ENSG00000187642	2	2	4	7	7	9	0	0	0	0	1	0	5	13	4
ENSG00000272512	173	123	96	36	51	46	22	51	52	45	50	28	67	63	28
ENSG00000188290	1788	1736	1281	615	873	673	566	1272	1215	1104	901	661	608	608	405
ENSG00000187608	17753	16708	12883	1272	1863	1521	699	1742	1120	645	607	499	2484	2705	1645
ENSG00000231702	9	10	9	6	14	1	0	5	9	2	4	1	20	15	0
ENSG00000224969	2	0	3	0	0	0	0	1	0	2	0	0	1	0	0
ENSG00000188157	39388	36454	29042	30221	35149	43850	19952	40125	38535	30261	34243	35553	32411	26238	21846
ENSG00000242590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	1100	1106	833	867	1130	1349	714	1458	1175	1149	1056	989	865	728	555
ENSG00000273443	14	19	21	10	13	13	25	29	53	26	23	24	12	11	7
ENSG00000237330	385	325	289	257	300	312	213	398	379	322	355	267	333	266	180
ENSG00000131591	760	607	463	744	991	924	115	176	190	160	173	150	854	833	605
ENSG00000285812	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSG00000223823	4	4	0	8	3	4	0	0	0	0	0	0	3	1	1
ENSG00000207730	4	6	0	4	4	6	0	4	2	2	4	2	2	3	1
ENSG00000207607	6	2	3	2	8	7	0	3	1	2	1	1	4	1	2
ENSG00000198976	7	5	9	11	17	16	5	9	12	7	12	8	10	10	6
ENSG00000272141	109	105	62	127	186	154	67	146	123	135	128	96	108	108	74
ENSG00000205231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162571	24	20	17	24	23	28	9	30	21	13	9	15	29	15	12
ENSG00000186891	1	0	1	4	4	3	0	1	2	1	2	3	1	0	3
ENSG00000186827	3	1	0	0	2	1	1	1	6	6	2	1	0	4	0
ENSG00000078808	4168	3927	3055	5384	6877	7643	2113	4436	4002	3830	4156	3316	5774	5052	3867
ENSG00000176022	1075	1051	776	1108	1364	1493	495	1011	874	847	782	674	1145	989	738
ENSG00000184163	13	13	17	24	42	34	17	31	21	18	23	14	19	15	12
ENSG00000260179	1	7	3	1	6	2	5	12	7	3	1	2	6	4	1
ENSG00000160087	841	759	619	948	1279	1351	479	1083	919	869	790	700	983	879	711
ENSG00000230415	8	10	4	19	14	28	9	11	18	11	13	11	18	9	15
ENSG00000162572	98	119	73	139	225	209	47	84	96	70	83	57	184	142	107
ENSG00000131584	767	706	525	1195	1373	1517	1095	2199	2083	1761	1775	1699	1040	914	714
ENSG00000278073	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000169972	409	385	239	428	622	628	259	525	494	500	488	396	501	469	374
ENSG00000127054	2114	2029	1476	2611	3349	3459	1585	3267	2867	2646	2745	2319	2733	2516	1792
ENSG00000283712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	27	18	13	17	30	38	11	26	22	18	21	20	27	21	19
ENSG00000224051	874	762	604	971	1249	1356	594	1234	1081	998	1054	919	990	980	668
ENSG00000169962	6	9	5	6	10	20	7	17	20	9	19	24	6	11	6
ENSG00000107404	2897	2565	1943	3630	4252	4769	2259	4644	4503	3803	4101	3760	3910	3328	2588
ENSG00000284372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162576	3	1	2	4	2	5	0	2	4	1	0	0	1	2	2
ENSG00000175756	1761	1489	1121	2412	3134	2856	1495	2982	2741	2901	2662	2165	2428	2324	1577
ENSG00000223663	0	2	1	0	0	3	0	0	1	0	0	0	0	0	0
ENSG00000221978	3970	4094	3001	4353	5736	7359	2946	5681	5329	4537	4449	4514	5206	3905	3481
ENSG00000224870	318	355	258	462	663	751	389	779	666	642	698	603	498	478	350
ENSG00000242485	910	872	645	1396	1929	2278	851	1739	1516	1647	1509	1230	1617	1417	1065
ENSG00000264293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272455	15	14	7	13	10	18	11	30	16	12	13	11	18	16	16
ENSG00000235098	0	0	2	1	1	3	0	0	0	1	1	0	1	0	0
ENSG00000225905	0	7	1	4	3	8	0	2	2	0	2	1	4	4	2
ENSG00000205116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225285	5	7	4	10	10	5	1	2	0	0	1	2	8	9	4
ENSG00000179403	873	781	686	1343	1780	1893	1090	2261	2071	1956	2023	1658	1447	1283	907
ENSG00000215915	3	1	0	2	4	0	0	2	6	2	1	3	2	3	2
ENSG00000160072	1329	1199	968	1153	1426	1591	749	1593	1494	1274	1244	1170	1112	1101	832
ENSG00000284740	6	8	5	6	6	13	6	5	6	7	3	4	10	5	3
ENSG00000197785	1022	884	770	1197	1353	1375	797	1529	1452	1323	1387	1175	1071	995	782
ENSG00000205090	14	20	9	26	13	14	16	40	31	22	34	24	19	16	12
ENSG00000160075	2062	2128	1465	2678	3508	3776	1573	3059	2555	2699	2627	2165	3078	2518	2036
ENSG00000215014	5	7	7	9	7	8	9	11	10	13	9	5	10	9	7
ENSG00000274481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	55	49	30	58	93	74	5	9	18	13	20	14	71	62	40
ENSG00000286989	1	0	0	0	0	1	3	1	2	0	1	0	1	3	0
ENSG00000272106	57	43	39	57	62	73	60	96	93	83	77	59	87	58	61
ENSG00000197530	603	513	462	796	967	889	581	1219	1272	1006	982	849	690	583	473
ENSG00000189409	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0
ENSG00000248333	808	800	603	938	1047	1271	435	902	810	708	684	628	874	750	654
ENSG00000272004	8	5	2	8	6	7	3	12	7	11	10	10	11	6	6
ENSG00000189339	948	1007	740	1284	1548	2594	570	1158	1184	941	961	1189	1582	978	1135
ENSG00000269737	1	6	0	0	1	3	0	5	0	1	2	3	2	2	2
ENSG00000215914	0	0	0	0	0	3	1	0	6	1	1	0	4	1	2
ENSG00000008128	116	124	105	128	159	164	68	157	129	121	126	75	114	124	76
ENSG00000268575	33	28	27	44	47	76	23	37	47	36	35	34	52	40	36
ENSG00000227775	1	1	2	2	4	3	8	9	4	4	9	9	5	2	1
ENSG00000215790	27	40	31	50	60	97	16	33	37	19	32	57	64	33	38
ENSG00000008130	2473	2389	1841	1649	2102	2751	1136	2458	2261	2043	1959	1992	1987	1596	1384
ENSG00000078369	6579	6690	4868	7813	9191	13582	3681	7709	7055	6695	6527	6596	9480	6925	6721
ENSG00000231050	8	4	6	13	5	19	3	6	10	6	12	3	10	14	11
ENSG00000169885	3	6	5	5	4	11	6	14	12	10	9	4	8	5	2
ENSG00000178821	30	26	15	35	42	43	5	11	7	14	6	9	52	31	24
ENSG00000142609	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000233542	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000187730	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000226969	0	0	1	0	3	1	2	0	1	0	0	1	2	0	1
ENSG00000067606	647	626	462	791	1032	1160	563	1046	913	875	803	779	809	738	525
ENSG00000271806	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1
ENSG00000182873	17	13	7	18	22	21	4	19	9	12	6	17	15	10	4
ENSG00000162585	648	581	470	969	1197	1114	318	664	545	456	558	453	984	915	599
ENSG00000234396	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000157933	1122	1144	888	1091	1145	1839	1493	2718	2747	2222	2296	2480	1097	822	835
ENSG00000287356	6	8	5	7	8	10	0	5	1	4	3	4	8	13	7
ENSG00000116151	112	109	69	167	193	269	108	165	190	149	158	200	202	114	128
ENSG00000272161	0	2	0	3	0	0	0	0	2	0	0	0	3	2	0
ENSG00000269896	66	85	68	135	177	206	56	97	99	73	79	81	133	108	90
ENSG00000272420	5	7	4	15	20	16	4	13	2	9	9	4	7	3	7
ENSG00000157916	1933	2047	1415	2680	3439	4275	2128	4344	3829	3815	3873	3426	3018	2452	2013
ENSG00000157911	700	766	539	942	1193	1397	334	640	655	556	567	484	1113	898	671
ENSG00000149527	50	60	40	72	94	99	20	26	32	28	21	20	107	64	51
ENSG00000224387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157881	434	412	294	534	645	744	270	509	451	436	396	408	612	447	361
ENSG00000197921	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000272449	52	44	43	53	67	61	58	112	82	94	94	81	86	74	42
ENSG00000238164	34	44	22	26	24	20	3	3	2	1	2	3	31	28	14
ENSG00000157873	531	556	404	388	495	528	37	68	66	59	73	53	568	443	296
ENSG00000225931	3	0	1	0	1	2	0	0	0	0	0	0	3	1	0
ENSG00000228037	2	5	2	5	0	4	0	0	0	0	0	0	5	2	1
ENSG00000157870	1046	1089	835	1638	2057	2183	532	1062	1024	948	953	873	2054	1587	1199
ENSG00000142606	20	14	9	24	35	36	11	12	17	15	19	14	49	44	33
ENSG00000237058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215912	18	24	21	34	30	57	12	19	18	18	11	19	38	21	17
ENSG00000285945	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
ENSG00000283259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287396	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000142611	4	2	0	1	2	1	0	0	0	0	0	4	3	0	1
ENSG00000283572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287828	3	1	0	1	0	0	0	0	0	0	0	1	1	1	1
ENSG00000286518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130762	964	943	711	1242	1583	1680	215	435	356	329	339	336	1508	1401	974
ENSG00000272088	2	4	7	6	7	3	0	1	2	1	1	0	7	2	5
ENSG00000162591	841	896	566	1221	1555	2042	731	1304	1335	1071	1196	1215	1451	1056	1015
ENSG00000207776	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000238260	0	0	0	3	3	2	0	4	4	0	1	1	2	0	1
ENSG00000158109	764	789	652	1060	1526	1970	1243	2501	2184	2310	2205	2103	1327	1011	947
ENSG00000116213	478	427	335	465	611	799	311	664	619	505	559	485	474	419	339
ENSG00000078900	8	2	3	13	11	8	0	0	1	0	0	0	24	10	12
ENSG00000227589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227372	361	314	243	426	553	746	316	621	607	475	543	476	474	348	324
ENSG00000276189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235169	35	26	20	26	55	37	5	10	9	11	11	6	36	43	24
ENSG00000130764	1184	1114	826	1258	1582	1925	802	1562	1353	1309	1320	1168	1418	1112	973
ENSG00000266075	1	1	1	1	0	1	0	0	3	0	1	1	0	2	1
ENSG00000272153	2	0	0	6	3	4	0	1	1	0	1	3	3	2	4
ENSG00000116198	528	568	418	611	637	1160	524	1059	1073	927	849	1032	590	399	446
ENSG00000169598	122	118	97	173	176	259	61	135	105	94	113	114	166	124	122
ENSG00000198912	319	298	198	346	416	548	132	245	188	191	197	214	423	341	304
ENSG00000236423	2	5	1	10	7	16	3	16	11	14	14	15	4	7	4
ENSG00000233304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284703	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229280	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000235054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284692	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000284666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264101	0	2	0	1	1	0	0	0	0	3	0	1	0	0	1
ENSG00000131697	233	251	202	278	338	441	207	393	376	314	347	341	314	239	196
ENSG00000069424	65	48	34	84	121	165	97	193	160	164	170	138	108	90	81
ENSG00000116254	7	8	11	5	8	15	5	9	5	2	1	4	4	3	5
ENSG00000285629	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000116251	930	1115	683	1454	1722	2665	504	847	706	796	719	752	1810	1190	1313
ENSG00000226944	9	4	8	12	14	15	8	7	11	13	18	7	23	3	10
ENSG00000158286	637	601	472	611	805	998	1157	2254	2184	1792	1798	1900	776	588	580
ENSG00000116237	1642	1828	1203	2159	2629	3880	1517	2941	2756	2745	2668	2748	2465	1764	1786
ENSG00000225077	4	0	1	3	3	6	2	6	7	2	4	3	4	3	4
ENSG00000173673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158292	123	145	120	186	221	253	39	74	93	56	94	63	166	140	105
ENSG00000097021	866	868	553	1139	1334	1458	377	720	704	677	666	590	1085	949	759
ENSG00000271746	6	3	3	11	7	7	5	12	8	7	8	4	8	7	3
ENSG00000069812	7	3	3	8	6	8	1	2	1	0	1	2	1	4	2
ENSG00000187017	30	14	16	28	38	35	7	21	17	31	13	15	22	24	12
ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215788	260	221	177	96	140	131	36	77	60	56	58	52	134	110	54
ENSG00000171680	439	416	321	168	174	225	66	119	103	82	75	70	197	153	121
ENSG00000162408	556	557	408	506	639	688	255	529	482	451	400	416	559	432	318
ENSG00000253022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000173662	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
ENSG00000204859	561	626	427	456	607	683	367	784	681	545	515	450	526	406	294
ENSG00000162413	1171	1130	923	1255	1460	1952	721	1619	1459	1231	1335	1381	1551	1192	1079
ENSG00000116273	589	558	445	540	627	914	171	314	322	249	233	228	514	404	379
ENSG00000041988	247	253	165	204	250	242	156	308	240	272	264	215	205	192	138
ENSG00000007923	1347	1231	922	1582	1954	2312	686	1397	1206	1129	1136	1108	1769	1378	1198
ENSG00000228750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237436	1	1	2	4	1	2	4	3	6	7	5	3	3	7	3
ENSG00000171735	403	417	330	534	730	791	303	502	438	492	411	374	694	541	452
ENSG00000227950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237402	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
ENSG00000237728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270171	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000270035	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269978	2	1	1	3	0	3	0	2	1	0	0	0	1	0	0
ENSG00000049245	1427	1635	1188	1892	2245	3541	1479	2634	2280	2474	2213	2281	2247	1544	1652
ENSG00000269925	4	3	4	5	5	9	2	6	4	4	2	6	5	5	4
ENSG00000049246	98	108	79	83	78	212	8	12	12	9	5	9	145	91	130
ENSG00000236266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049247	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049249	44	52	43	2	2	4	11	27	10	2	5	2	2	3	2
ENSG00000270330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116288	2373	2395	1629	4070	5313	5797	2221	4575	3983	4004	3946	3263	4550	3811	2937
ENSG00000200344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284747	24	21	11	21	26	29	13	33	24	26	19	21	20	11	11
ENSG00000284716	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000116285	4581	5164	3869	3338	2570	5729	1205	2450	2215	1591	1553	1946	3882	2430	3405
ENSG00000238290	10	8	4	7	8	15	4	3	2	5	1	4	6	7	5
ENSG00000232848	1	1	2	1	0	3	0	1	0	0	0	0	1	0	0
ENSG00000229305	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000227634	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1
ENSG00000200975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162426	20	13	11	20	22	29	27	54	39	48	34	35	17	16	19
ENSG00000252254	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
ENSG00000142599	1515	1677	1281	1417	1581	2544	576	1232	1164	802	885	1010	1789	1236	1270
ENSG00000232912	1	2	0	1	3	4	0	0	0	2	0	1	0	1	3
ENSG00000221083	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000270282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234619	0	1	0	0	2	0	0	0	1	1	0	0	1	1	0
ENSG00000224315	1	0	0	0	1	0	2	2	1	0	0	0	1	1	0
ENSG00000222511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226545	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000228423	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000229716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074800	26750	27755	18421	43977	55969	68469	26235	53661	46106	45176	45942	40273	48933	40807	32735
ENSG00000274258	0	1	3	0	0	1	0	0	0	3	1	2	1	0	1
ENSG00000230679	3	3	5	11	12	9	4	12	7	6	11	9	9	12	3
ENSG00000201725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238249	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1
ENSG00000232208	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131686	0	0	0	2	1	2	0	1	0	2	1	0	1	2	2
ENSG00000265141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197241	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142583	2	1	0	2	6	6	1	1	1	0	0	1	5	3	2
ENSG00000252404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180758	94	99	77	88	130	168	56	112	107	99	90	114	117	75	78
ENSG00000228526	8	14	7	31	17	32	1	2	1	4	4	0	15	28	16
ENSG00000284357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234546	1	0	0	3	3	3	0	0	0	0	0	0	3	5	1
ENSG00000049239	848	981	723	1050	1248	1945	616	1269	1222	1026	1033	1203	1318	930	893
ENSG00000171621	539	529	410	196	205	321	85	221	163	152	142	137	220	153	165
ENSG00000284652	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000284693	9	2	5	7	12	18	2	9	6	10	3	5	13	8	6
ENSG00000252956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171612	267	279	234	210	243	377	128	277	219	206	195	185	256	191	215
ENSG00000231181	1	6	3	3	3	6	3	3	2	7	1	4	4	2	1
ENSG00000188807	611	553	415	479	602	730	342	646	618	527	581	492	547	450	400
ENSG00000171608	217	199	175	267	306	421	114	213	190	152	158	183	309	212	173
ENSG00000179840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231789	57	48	36	55	88	75	13	18	15	16	13	10	99	91	48
ENSG00000171603	5424	5692	4011	6721	7907	10518	5355	10715	9735	8485	8981	8839	7044	5443	4693
ENSG00000271264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280113	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000178585	451	506	363	713	1016	1199	424	897	770	738	780	631	892	765	596
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000162441	443	495	344	583	771	1375	206	432	373	393	389	376	767	505	542
